gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,tenure_group,num_services,avg_monthly_spend,has_internet,TotalCharges_log,tenure_x_monthly,charges_per_service,spend_to_tenure_ratio,tenure^2,tenure MonthlyCharges,MonthlyCharges^2,customer_segment
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0,0-12,1,20.2,0,3.054001181677967,20.2,20.2,10.1,1.0,20.2,408.03999999999996,0
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,0,0-12,1,19.45,0,3.017982882488811,19.45,19.45,9.725,1.0,19.45,378.30249999999995,0
Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,0,25-48,6,94.88421052631578,1,8.190520779273172,3610.0,15.833333333333334,92.45128205128205,1444.0,3610.0,9025.0,1
Female,Yes,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,0,61-72,4,45.86742424242424,1,8.015740173896912,3006.2999999999997,11.3875,45.18283582089552,4356.0,3006.2999999999997,2074.8025,3
Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,1,61-72,8,111.93897058823529,1,8.937592887972736,7480.0,13.75,110.31666666666668,4624.0,7480.0,12100.0,1
Male,No,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,0,0-12,1,20.04,1,4.617098756853365,121.5,24.3,16.7,25.0,121.5,590.49,0
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,0,61-72,7,101.43125,1,8.896184267815448,7498.8,14.87857142857143,100.04178082191781,5184.0,7498.8,10847.222500000002,1
Female,No,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,0,25-48,2,28.9890625,1,6.833731918633351,964.8,15.075,28.11060606060606,1024.0,964.8,909.0224999999999,0
Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,0,25-48,5,91.19302325581396,1,8.274433495416885,4057.0499999999997,18.869999999999997,89.12045454545455,1849.0,4057.0499999999997,8901.922499999999,1
Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,0,61-72,1,18.93402777777778,0,7.218360106066341,1396.8,19.4,18.674657534246574,5184.0,1396.8,376.35999999999996,3
Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,1,49-60,6,95.25272727272727,1,8.564057693163521,5321.25,16.125,93.55178571428571,3025.0,5321.25,9360.5625,1
Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,0,49-60,5,58.50480769230769,1,8.020681302289706,3013.4,11.59,57.40094339622642,2704.0,3013.4,3358.2025000000003,3
Female,No,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,0,25-48,5,91.95581395348837,1,8.282761164332172,3940.9500000000003,18.330000000000002,89.86590909090908,1849.0,3940.9500000000003,8399.722500000002,1
Female,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,1,25-48,3,77.51756756756757,1,7.961771097640099,2830.5,25.5,75.47763157894737,1369.0,2830.5,5852.25,2
Female,No,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,0,61-72,5,53.4921875,1,8.13871075463796,3494.4,10.92,52.66923076923077,4096.0,3494.4,2981.1600000000003,3
Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,0,0-12,5,82.8,1,5.519058033245936,269.54999999999995,17.97,62.1,9.0,269.54999999999995,8073.022499999999,2
Female,No,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,0,25-48,2,31.287499999999998,1,7.027625024832521,1117.8,15.525,30.44189189189189,1296.0,1117.8,964.1025000000001,3
Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1,0-12,6,106.465,1,6.971340220607248,1002.5,16.708333333333332,96.78636363636365,100.0,1002.5,10050.0625,2
Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,0,25-48,1,20.36951219512195,0,6.728808022827132,846.65,20.65,19.88452380952381,1681.0,846.65,426.42249999999996,3
Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,0,25-48,5,79.68888888888888,1,7.674431692830198,2300.4,17.04,76.84285714285714,729.0,2300.4,7259.040000000001,2
Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,0,49-60,6,98.49017857142857,1,8.615489816441348,5588.8,16.633333333333333,96.76228070175438,3136.0,5588.8,9960.039999999999,1
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,0,0-12,1,18.791666666666668,0,4.7340030578310595,124.19999999999999,20.7,16.107142857142858,36.0,124.19999999999999,428.48999999999995,0
Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,1,0-12,3,76.51666666666667,1,5.440467758652715,223.20000000000002,24.8,57.3875,9.0,223.20000000000002,5535.360000000001,2
Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0,0-12,3,50.050000000000004,1,5.861782877638206,354.90000000000003,16.900000000000002,43.79375,49.0,354.90000000000003,2570.4900000000002,0
Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0,0-12,1,15.725,0,4.157319361383489,83.4,20.85,12.58,16.0,83.4,434.7225000000001,0
Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,0,25-48,5,91.7469696969697,1,8.015872254664492,2935.35,17.79,89.0485294117647,1089.0,2935.35,7912.102500000001,2
Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,25-48,4,79.0925925925926,1,7.66692425508408,2107.35,19.5125,76.26785714285714,729.0,2107.35,6091.8025,2
Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,0,61-72,2,23.94375,0,7.452953343538126,1695.6000000000001,11.775,23.615753424657534,5184.0,1695.6000000000001,554.6025000000001,3
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0,0-12,1,19.75,0,3.0325462466767075,19.75,19.75,9.875,1.0,19.75,390.0625,0
Male,Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,0,61-72,5,56.131690140845066,1,8.290631304243542,4007.9500000000003,11.290000000000001,55.35208333333333,5041.0,4007.9500000000003,3186.6025000000004,3
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0,13-24,4,93.51153846153846,1,7.103856459184463,1117.3500000000001,21.4875,86.83214285714287,169.0,1117.3500000000001,7387.4025,2
Female,No,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,25-48,6,60.106,1,7.315650764662011,1465.0,9.766666666666667,57.79423076923077,625.0,1465.0,3433.96,2
Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,0,61-72,3,48.65820895522388,1,8.089819840759192,3386.85,16.849999999999998,47.942647058823525,4489.0,3386.85,2555.3025,3
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,0-12,2,35.45,1,3.5959414584546674,35.45,17.725,17.725,1.0,35.45,1256.7025,0
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,0-12,2,40.625,1,4.409763389645481,88.7,22.175,27.083333333333332,4.0,88.7,1966.9225000000001,0
Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0,25-48,2,27.632558139534886,0,7.081036091123942,1105.1,12.85,27.004545454545454,1849.0,1105.1,660.49,3
Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,0,13-24,3,77.32608695652173,1,7.484087704950247,1725.0,25.0,74.10416666666667,529.0,1725.0,5625.0,2
Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,0,61-72,1,19.96484375,0,7.153638317265837,1292.8,20.2,19.657692307692308,4096.0,1292.8,408.03999999999996,3
Male,No,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,0,49-60,1,20.5359649122807,0,7.0660829373614416,1117.2,19.6,20.181896551724137,3249.0,1117.2,384.1600000000001,3
Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,0-12,2,70.45,1,4.268997904375876,70.45,35.225,35.225,1.0,70.45,4963.2025,2
Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0,61-72,9,89.24513888888889,1,8.768208686132068,6339.599999999999,9.783333333333333,88.02260273972603,5184.0,6339.599999999999,7752.8025,1
Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,0-12,6,70.45625,1,6.33620607016968,569.2,11.858333333333334,62.62777777777777,64.0,569.2,5062.322500000001,2
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0,61-72,6,97.88934426229508,1,8.694879019805663,6164.05,16.841666666666665,96.31048387096774,3721.0,6164.05,10211.102499999999,1
Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,0,61-72,5,82.64140625,1,8.573582976603518,5395.2,16.86,81.37,4096.0,5395.2,7106.49,1
Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0,61-72,2,24.735211267605635,0,7.4714769121016245,1700.45,11.975,24.391666666666666,5041.0,1700.45,573.6025,3
Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,0,61-72,7,98.71846153846154,1,8.766815077043479,6438.25,14.15,97.22272727272727,4225.0,6438.25,9810.9025,1
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0,0-12,1,20.45,0,4.132763672126045,58.800000000000004,19.6,15.3375,9.0,58.800000000000004,384.1600000000001,0
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,0-12,2,45.65,1,3.8426729272933526,45.65,22.825,22.825,1.0,45.65,2083.9224999999997,0
Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,0,25-48,5,64.33166666666666,1,7.565767388773753,1935.0,12.9,62.25645161290323,900.0,1935.0,4160.25,2
Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,0,13-24,6,71.42666666666668,1,6.977654406361804,1042.5,11.583333333333334,66.9625,225.0,1042.5,4830.25,2
Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0,0-12,5,70.54375,1,6.337445008381255,548.4,13.709999999999999,62.705555555555556,64.0,548.4,4699.1025,2
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,0-12,5,93.64285714285714,1,6.486922693742851,665.0,19.0,81.9375,49.0,665.0,9025.0,2
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,0,61-72,8,113.29357142857143,1,8.97860375580645,7570.5,13.51875,111.69788732394366,4900.0,7570.5,11696.4225,1
Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,0,61-72,8,84.11693548387096,1,8.559534031905763,5338.2,10.7625,82.78174603174604,3844.0,5338.2,7413.209999999999,1
Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0,0-12,1,18.916666666666668,0,4.740574822994295,118.19999999999999,19.7,16.214285714285715,36.0,118.19999999999999,388.09,0
Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,0,13-24,3,82.34285714285714,1,7.050816121822789,1132.6000000000001,26.96666666666667,76.85333333333332,196.0,1132.6000000000001,6544.810000000001,2
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0,13-24,4,82.81590909090909,1,7.508211346984919,1851.3000000000002,21.0375,79.21521739130435,484.0,1851.3000000000002,7081.222500000001,2
Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,0,13-24,1,19.086363636363636,0,6.042395275776525,443.29999999999995,20.15,18.256521739130434,484.0,443.29999999999995,406.0224999999999,0
Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,0,13-24,5,64.0,1,6.932447891572509,1028.0,12.85,60.23529411764706,256.0,1028.0,4128.0625,2
Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,0,0-12,2,25.16,0,5.531807209916391,257.0,12.85,22.87272727272727,100.0,257.0,660.49,0
Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,0,13-24,4,58.81153846153846,1,6.640594529751104,728.0,14.0,54.61071428571428,169.0,728.0,3136.0,0
Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,13-24,4,79.61749999999999,1,7.37359399701373,1648.0,20.6,75.82619047619048,400.0,1648.0,6789.760000000001,2
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0,0-12,2,67.6,1,4.9141243937154115,139.4,34.85,45.06666666666666,4.0,139.4,4858.09,2
Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0,49-60,7,74.68396226415095,1,8.283809892371835,3916.7000000000003,10.557142857142859,73.30092592592592,2809.0,3916.7000000000003,5461.210000000001,1
Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,0,0-12,1,21.263636363636365,0,5.459159891664867,226.60000000000002,20.6,19.491666666666667,121.0,226.60000000000002,424.36000000000007,0
Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,0,61-72,1,19.76014492753623,0,7.2185066960178625,1373.1,19.9,19.477857142857143,4761.0,1373.1,396.00999999999993,3
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,0-12,2,68.25,1,5.6131281063880705,283.6,35.45,54.6,16.0,283.6,5026.81,2
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0,61-72,9,86.86736111111111,1,8.741208362759322,6411.599999999999,9.894444444444444,85.67739726027396,5184.0,6411.599999999999,7929.902499999999,1
Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,49-60,4,45.710344827586205,1,7.883144763243498,2627.3999999999996,11.325,44.93559322033898,3364.0,2627.3999999999996,2052.0899999999997,3
Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,0,13-24,1,20.0875,0,5.775793010632473,326.4,20.4,18.905882352941177,256.0,326.4,416.15999999999997,0
Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,0,25-48,5,82.30813953488372,1,8.171952625103168,3622.75,16.85,80.4375,1849.0,3622.75,7098.0625,1
Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,0-12,7,121.4,1,5.496348217047172,208.8,14.914285714285715,80.93333333333334,4.0,208.8,10899.36,2
Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,0,13-24,7,84.41071428571429,1,7.075597514511258,1147.3,11.707142857142857,78.78333333333333,196.0,1147.3,6715.802500000001,2
Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,49-60,5,94.3433962264151,1,8.517433162620845,5027.049999999999,18.97,92.59629629629629,2809.0,5027.049999999999,8996.5225,1
Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,0,25-48,1,20.4546875,0,6.485474577945411,657.6,20.55,19.834848484848482,1024.0,657.6,422.3025,0
Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,0,25-48,2,22.947058823529414,0,6.660831199002524,839.8,12.35,22.291428571428572,1156.0,839.8,610.0899999999999,3
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,13-24,3,76.38000000000001,1,7.044643531044259,1116.75,24.816666666666666,71.60625,225.0,1116.75,5542.802500000001,2
Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,0-12,3,71.94285714285715,1,6.223766036206958,535.15,25.483333333333334,62.95,49.0,535.15,5844.602500000001,2
Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0,13-24,7,103.95,1,7.352601343814152,1580.25,15.049999999999999,97.453125,225.0,1580.25,11098.6225,2
Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,0,61-72,1,20.524590163934427,0,7.133295954896068,1253.55,20.55,20.193548387096776,3721.0,1253.55,422.3025,3
Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,0-12,2,29.95,1,3.432372999130605,29.95,14.975,14.975,1.0,29.95,897.0024999999999,0
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0,0-12,2,45.3,1,3.835141961092188,45.3,22.65,22.65,1.0,45.3,2052.0899999999997,0
Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,0-12,4,82.83125,1,6.497754902072211,676.0,21.125,73.62777777777778,64.0,676.0,7140.25,2
Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,0,25-48,6,74.34242424242424,1,7.805596867187762,2466.75,12.458333333333334,72.15588235294118,1089.0,2466.75,5587.5625,2
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,13-24,4,85.51153846153846,1,7.014499836412125,1030.25,19.8125,79.40357142857144,169.0,1030.25,6280.5625,2
Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,0-12,1,24.8,1,3.250374491927572,24.8,24.8,12.4,1.0,24.8,615.0400000000001,0
Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,0,13-24,3,51.1925,1,6.932301539400137,1036.0,17.266666666666666,48.75476190476191,400.0,1036.0,2683.24,0
